Text,Language
"['within', 'the', 'ecosystem', 'species', 'are', 'connected', 'and', 'dependent', 'upon', 'one', 'another', 'in', 'the', 'food', 'chain', 'and', 'exchange', 'energy', 'and', 'matter', 'between', 'themselves', 'as', 'well', 'as', 'with', 'their', 'environment']",English
"['the', 'human', 'ecosystem', 'concept', 'is', 'based', 'on', 'the', 'humannature', 'dichotomy', 'and', 'the', 'idea', 'that', 'all', 'species', 'are', 'ecologically', 'dependent', 'on', 'each', 'other', 'as', 'well', 'as', 'with', 'the', 'abiotic', 'constituents', 'of', 'their', 'biotope']",English
"['a', 'smaller', 'unit', 'of', 'size', 'is', 'called', 'a', 'microecosystem']",English
"['for', 'example', 'a', 'microsystem', 'can', 'be', 'a', 'stone', 'and', 'all', 'the', 'life', 'under', 'it']",English
"['a', 'macroecosystem', 'might', 'involve', 'a', 'whole', 'ecoregion', 'with', 'its', 'drainage', 'basin']",English
"['wilderness', 'is', 'generally', 'defined', 'as', 'areas', 'that', 'have', 'not', 'been', 'significantly', 'modified', 'by', 'human', 'activity']",English
"['wilderness', 'areas', 'can', 'be', 'found', 'in', 'preserves', 'estates', 'farms', 'conservation', 'preserves', 'ranches', 'national', 'forests', 'national', 'parks', 'and', 'even', 'in', 'urban', 'areas', 'along', 'rivers', 'gulches', 'or', 'otherwise', 'undeveloped', 'areas']",English
"['wilderness', 'areas', 'and', 'protected', 'parks', 'are', 'considered', 'important', 'for', 'the', 'survival', 'of', 'certain', 'species', 'ecological', 'studies', 'conservation', 'and', 'solitude']",English
"['some', 'nature', 'writers', 'believe', 'wilderness', 'areas', 'are', 'vital', 'for', 'the', 'human', 'spirit', 'and', 'creativity', 'and', 'some', 'ecologists', 'consider', 'wilderness', 'areas', 'to', 'be', 'an', 'integral', 'part', 'of', 'the', 'earths', 'selfsustaining', 'natural', 'ecosystem', 'the', 'biosphere']",English
"['they', 'may', 'also', 'preserve', 'historic', 'genetic', 'traits', 'and', 'that', 'they', 'provide', 'habitat', 'for', 'wild', 'flora', 'and', 'fauna', 'that', 'may', 'be', 'difficult', 'or', 'impossible', 'to', 'recreate', 'in', 'zoos', 'arboretums', 'or', 'laboratories']",English
"['although', 'there', 'is', 'no', 'universal', 'agreement', 'on', 'the', 'definition', 'of', 'life', 'scientists', 'generally', 'accept', 'that', 'the', 'biological', 'manifestation', 'of', 'life', 'is', 'characterized', 'by', 'organization', 'metabolism', 'growth', 'adaptation', 'response', 'to', 'stimuli', 'and', 'reproduction']",English
"['life', 'may', 'also', 'be', 'said', 'to', 'be', 'simply', 'the', 'characteristic', 'state', 'of', 'organisms']",English
"['properties', 'common', 'to', 'terrestrial', 'organisms', 'plants', 'animals', 'fungi', 'protists', 'archaea', 'and', 'bacteria', 'are', 'that', 'they', 'are', 'cellular', 'carbonandwaterbased', 'with', 'complex', 'organization', 'having', 'a', 'metabolism', 'a', 'capacity', 'to', 'grow', 'respond', 'to', 'stimuli', 'and', 'reproduce']",English
"['an', 'entity', 'with', 'these', 'properties', 'is', 'generally', 'considered', 'life']",English
"['however', 'not', 'every', 'definition', 'of', 'life', 'considers', 'all', 'of', 'these', 'properties', 'to', 'be', 'essential']",English
"['humanmade', 'analogs', 'of', 'life', 'may', 'also', 'be', 'considered', 'to', 'be', 'life']",English
"['the', 'biosphere', 'is', 'the', 'part', 'of', 'earths', 'outer', 'shellincluding', 'land', 'surface', 'rocks', 'water', 'air', 'and', 'the', 'atmospherewithin', 'which', 'life', 'occurs', 'and', 'which', 'biotic', 'processes', 'in', 'turn', 'alter', 'or', 'transform']",English
"['from', 'the', 'broadest', 'geophysiological', 'point', 'of', 'view', 'the', 'biosphere', 'is', 'the', 'global', 'ecological', 'system', 'integrating', 'all', 'living', 'beings', 'and', 'their', 'relationships', 'including', 'their', 'interaction', 'with', 'the', 'elements', 'of', 'the', 'lithosphere', 'rocks', 'hydrosphere', 'water', 'and', 'atmosphere', 'air']",English
"['the', 'entire', 'earth', 'contains', 'over', 'billion', 'tons', 'trillion', 'pounds', 'or', 'about', 'kilograms', 'of', 'biomass', 'life', 'which', 'lives', 'within', 'various', 'environments', 'within', 'the', 'biosphere']",English
"['over', 'ninetenths', 'of', 'the', 'total', 'biomass', 'on', 'earth', 'is', 'plant', 'life', 'on', 'which', 'animal', 'life', 'depends', 'very', 'heavily', 'for', 'its', 'existence']",English
"['more', 'than', 'million', 'species', 'of', 'plant', 'and', 'animal', 'life', 'have', 'been', 'identified', 'to', 'date', 'and', 'estimates', 'of', 'the', 'actual', 'number', 'of', 'existing', 'species', 'range', 'from', 'several', 'million', 'to', 'well', 'over', 'million']",English
"['the', 'number', 'of', 'individual', 'species', 'of', 'life', 'is', 'constantly', 'in', 'some', 'degree', 'of', 'flux', 'with', 'new', 'species', 'appearing', 'and', 'others', 'ceasing', 'to', 'exist', 'on', 'a', 'continual', 'basis']",English
"['the', 'total', 'number', 'of', 'species', 'is', 'in', 'rapid', 'decline']",English
"['the', 'origin', 'of', 'life', 'on', 'earth', 'is', 'not', 'well', 'understood', 'but', 'it', 'is', 'known', 'to', 'have', 'occurred', 'at', 'least', 'billion', 'years', 'ago', 'during', 'the', 'hadean', 'or', 'archean', 'eons', 'on', 'a', 'primordial', 'earth', 'that', 'had', 'a', 'substantially', 'different', 'environment', 'than', 'is', 'found', 'at', 'present']",English
"['these', 'life', 'forms', 'possessed', 'the', 'basic', 'traits', 'of', 'selfreplication', 'and', 'inheritable', 'traits']",English
"['once', 'life', 'had', 'appeared', 'the', 'process', 'of', 'evolution', 'by', 'natural', 'selection', 'resulted', 'in', 'the', 'development', 'of', 'evermore', 'diverse', 'life', 'forms']",English
"['species', 'that', 'were', 'unable', 'to', 'adapt', 'to', 'the', 'changing', 'environment', 'and', 'competition', 'from', 'other', 'life', 'forms', 'became', 'extinct']",English
"['however', 'the', 'fossil', 'record', 'retains', 'evidence', 'of', 'many', 'of', 'these', 'older', 'species']",English
"['current', 'fossil', 'and', 'dna', 'evidence', 'shows', 'that', 'all', 'existing', 'species', 'can', 'trace', 'a', 'continual', 'ancestry', 'back', 'to', 'the', 'first', 'primitive', 'life', 'forms']",English
"['when', 'basic', 'forms', 'of', 'plant', 'life', 'developed', 'the', 'process', 'of', 'photosynthesis', 'the', 'suns', 'energy', 'could', 'be', 'harvested', 'to', 'create', 'conditions', 'which', 'allowed', 'for', 'more', 'complex', 'life', 'forms']",English
"['the', 'resultant', 'oxygen', 'accumulated', 'in', 'the', 'atmosphere', 'and', 'gave', 'rise', 'to', 'the', 'ozone', 'layer']",English
"['the', 'incorporation', 'of', 'smaller', 'cells', 'within', 'larger', 'ones', 'resulted', 'in', 'the', 'development', 'of', 'yet', 'more', 'complex', 'cells', 'called', 'eukaryotes']",English
"['cells', 'within', 'colonies', 'became', 'increasingly', 'specialized', 'resulting', 'in', 'true', 'multicellular', 'organisms']",English
"['with', 'the', 'ozone', 'layer', 'absorbing', 'harmful', 'ultraviolet', 'radiation', 'life', 'colonized', 'the', 'surface', 'of', 'earth']",English
"['the', 'first', 'form', 'of', 'life', 'to', 'develop', 'on', 'the', 'earth', 'were', 'microbes', 'and', 'they', 'remained', 'the', 'only', 'form', 'of', 'life', 'until', 'about', 'a', 'billion', 'years', 'ago', 'when', 'multicellular', 'organisms', 'began', 'to', 'appear']",English
"['microorganisms', 'are', 'singlecelled', 'organisms', 'that', 'are', 'generally', 'microscopic', 'and', 'smaller', 'than', 'the', 'human', 'eye', 'can', 'see']",English
"['they', 'include', 'bacteria', 'fungi', 'archaea', 'and', 'protista']",English
"['these', 'life', 'forms', 'are', 'found', 'in', 'almost', 'every', 'location', 'on', 'the', 'earth', 'where', 'there', 'is', 'liquid', 'water', 'including', 'in', 'the', 'earths', 'interior']",English
"['their', 'reproduction', 'is', 'both', 'rapid', 'and', 'profuse']",English
"['the', 'combination', 'of', 'a', 'high', 'mutation', 'rate', 'and', 'a', 'horizontal', 'gene', 'transfer', 'ability', 'makes', 'them', 'highly', 'adaptable', 'and', 'able', 'to', 'survive', 'in', 'new', 'environments', 'including', 'outer', 'space']",English
"['they', 'form', 'an', 'essential', 'part', 'of', 'the', 'planetary', 'ecosystem']",English
"['however', 'some', 'microorganisms', 'are', 'pathogenic', 'and', 'can', 'post', 'health', 'risk', 'to', 'other', 'organisms']",English
"['originally', 'aristotle', 'divided', 'all', 'living', 'things', 'between', 'plants', 'which', 'generally', 'do', 'not', 'move', 'fast', 'enough', 'for', 'humans', 'to', 'notice', 'and', 'animals']",English
"['in', 'linnaeus', 'system', 'these', 'became', 'the', 'kingdoms', 'vegetabilia', 'later', 'plantae', 'and', 'animalia']",English
"['since', 'then', 'it', 'has', 'become', 'clear', 'that', 'the', 'plantae', 'as', 'originally', 'defined', 'included', 'several', 'unrelated', 'groups', 'and', 'the', 'fungi', 'and', 'several', 'groups', 'of', 'algae', 'were', 'removed', 'to', 'new', 'kingdoms']",English
"['however', 'these', 'are', 'still', 'often', 'considered', 'plants', 'in', 'many', 'contexts']",English
"['bacterial', 'life', 'is', 'sometimes', 'included', 'in', 'flora', 'and', 'some', 'classifications', 'use', 'the', 'term', 'bacterial', 'flora', 'separately', 'from', 'plant', 'flora']",English
"['among', 'the', 'many', 'ways', 'of', 'classifying', 'plants', 'are', 'by', 'regional', 'floras', 'which', 'depending', 'on', 'the', 'purpose', 'of', 'study', 'can', 'also', 'include', 'fossil', 'flora', 'remnants', 'of', 'plant', 'life', 'from', 'a', 'previous', 'era']",English
"['people', 'in', 'many', 'regions', 'and', 'countries', 'take', 'great', 'pride', 'in', 'their', 'individual', 'arrays', 'of', 'characteristic', 'flora', 'which', 'can', 'vary', 'widely', 'across', 'the', 'globe', 'due', 'to', 'differences', 'in', 'climate', 'and', 'terrain']",English
"['regional', 'floras', 'commonly', 'are', 'divided', 'into', 'categories', 'such', 'as', 'native', 'flora', 'and', 'agricultural', 'and', 'garden', 'flora', 'the', 'lastly', 'mentioned', 'of', 'which', 'are', 'intentionally', 'grown', 'and', 'cultivated']",English
"['some', 'types', 'of', 'native', 'flora', 'actually', 'have', 'been', 'introduced', 'centuries', 'ago', 'by', 'people', 'migrating', 'from', 'one', 'region', 'or', 'continent', 'to', 'another', 'and', 'become', 'an', 'integral', 'part', 'of', 'the', 'native', 'or', 'natural', 'flora', 'of', 'the', 'place', 'to', 'which', 'they', 'were', 'introduced']",English
"['this', 'is', 'an', 'example', 'of', 'how', 'human', 'interaction', 'with', 'nature', 'can', 'blur', 'the', 'boundary', 'of', 'what', 'is', 'considered', 'nature']",English
"['another', 'category', 'of', 'plant', 'has', 'historically', 'been', 'carved', 'out', 'for', 'weeds']",English
"['though', 'the', 'term', 'has', 'fallen', 'into', 'disfavor', 'among', 'botanists', 'as', 'a', 'formal', 'way', 'to', 'categorize', 'useless', 'plants', 'the', 'informal', 'use', 'of', 'the', 'word', 'weeds', 'to', 'describe', 'those', 'plants', 'that', 'are', 'deemed', 'worthy', 'of', 'elimination', 'is', 'illustrative', 'of', 'the', 'general', 'tendency', 'of', 'people', 'and', 'societies', 'to', 'seek', 'to', 'alter', 'or', 'shape', 'the', 'course', 'of', 'nature']",English
"['similarly', 'animals', 'are', 'often', 'categorized', 'in', 'ways', 'such', 'as', 'domestic', 'farm', 'animals', 'wild', 'animals', 'pests', 'etc']",English
"['according', 'to', 'their', 'relationship', 'to', 'human', 'life']",English
"['animals', 'as', 'a', 'category', 'have', 'several', 'characteristics', 'that', 'generally', 'set', 'them', 'apart', 'from', 'other', 'living', 'things']",English
"['animals', 'are', 'eukaryotic', 'and', 'usually', 'multicellular', 'although', 'see', 'myxozoa', 'which', 'separates', 'them', 'from', 'bacteria', 'archaea', 'and', 'most', 'protists']",English
"['they', 'are', 'heterotrophic', 'generally', 'digesting', 'food', 'in', 'an', 'internal', 'chamber', 'which', 'separates', 'them', 'from', 'plants', 'and', 'algae']",English
"['they', 'are', 'also', 'distinguished', 'from', 'plants', 'algae', 'and', 'fungi', 'by', 'lacking', 'cell', 'walls']",English
"['with', 'a', 'few', 'exceptionsmost', 'notably', 'the', 'two', 'phyla', 'consisting', 'of', 'sponges', 'and', 'placozoansanimals', 'have', 'bodies', 'that', 'are', 'differentiated', 'into', 'tissues']",English
"['these', 'include', 'muscles', 'which', 'are', 'able', 'to', 'contract', 'and', 'control', 'locomotion', 'and', 'a', 'nervous', 'system', 'which', 'sends', 'and', 'processes', 'signals']",English
"['there', 'is', 'also', 'typically', 'an', 'internal', 'digestive', 'chamber']",English
"['the', 'eukaryotic', 'cells', 'possessed', 'by', 'all', 'animals', 'are', 'surrounded', 'by', 'a', 'characteristic', 'extracellular', 'matrix', 'composed', 'of', 'collagen', 'and', 'elastic', 'glycoproteins']",English
"['this', 'may', 'be', 'calcified', 'to', 'form', 'structures', 'like', 'shells', 'bones', 'and', 'spicules', 'a', 'framework', 'upon', 'which', 'cells', 'can', 'move', 'about', 'and', 'be', 'reorganized', 'during', 'development', 'and', 'maturation', 'and', 'which', 'supports', 'the', 'complex', 'anatomy', 'required', 'for', 'mobility']",English
"['although', 'humans', 'comprise', 'only', 'a', 'minuscule', 'proportion', 'of', 'the', 'total', 'living', 'biomass', 'on', 'earth', 'the', 'human', 'effect', 'on', 'nature', 'is', 'disproportionately', 'large']",English
"['because', 'of', 'the', 'extent', 'of', 'human', 'influence', 'the', 'boundaries', 'between', 'what', 'humans', 'regard', 'as', 'nature', 'and', 'made', 'environments', 'is', 'not', 'clear', 'cut', 'except', 'at', 'the', 'extremes']",English
"['even', 'at', 'the', 'extremes', 'the', 'amount', 'of', 'natural', 'environment', 'that', 'is', 'free', 'of', 'discernible', 'human', 'influence', 'is', 'diminishing', 'at', 'an', 'increasingly', 'rapid', 'pace']",English
"['the', 'development', 'of', 'technology', 'by', 'the', 'human', 'race', 'has', 'allowed', 'the', 'greater', 'exploitation', 'of', 'natural', 'resources', 'and', 'has', 'helped', 'to', 'alleviate', 'some', 'of', 'the', 'risk', 'from', 'natural', 'hazards']",English
"['in', 'spite', 'of', 'this', 'progress', 'however', 'the', 'fate', 'of', 'human', 'civilization', 'remains', 'closely', 'linked', 'to', 'changes', 'in', 'the', 'environment']",English
"['there', 'exists', 'a', 'highly', 'complex', 'feedback', 'loop', 'between', 'the', 'use', 'of', 'advanced', 'technology', 'and', 'changes', 'to', 'the', 'environment', 'that', 'are', 'only', 'slowly', 'becoming', 'understood']",English
"['manmade', 'threats', 'to', 'the', 'earths', 'natural', 'environment', 'include', 'pollution', 'deforestation', 'and', 'disasters', 'such', 'as', 'oil', 'spills']",English
"['humans', 'have', 'contributed', 'to', 'the', 'extinction', 'of', 'many', 'plants', 'and', 'animals']",English
"['humans', 'employ', 'nature', 'for', 'both', 'leisure', 'and', 'economic', 'activities']",English
"['the', 'acquisition', 'of', 'natural', 'resources', 'for', 'industrial', 'use', 'remains', 'a', 'sizable', 'component', 'of', 'the', 'worlds', 'economic', 'system']",English
"['some', 'activities', 'such', 'as', 'hunting', 'and', 'fishing', 'are', 'used', 'for', 'both', 'sustenance', 'and', 'leisure', 'often', 'by', 'different', 'people']",English
"['agriculture', 'was', 'first', 'adopted', 'around', 'the', 'th', 'millennium', 'bce']",English
"['ranging', 'from', 'food', 'production', 'to', 'energy', 'nature', 'influences', 'economic', 'wealth']",English
"['although', 'early', 'humans', 'gathered', 'uncultivated', 'plant', 'materials', 'for', 'food', 'and', 'employed', 'the', 'medicinal', 'properties', 'of', 'vegetation', 'for', 'healing', 'most', 'modern', 'human', 'use', 'of', 'plants', 'is', 'through', 'agriculture']",English
"['the', 'clearance', 'of', 'large', 'tracts', 'of', 'land', 'for', 'crop', 'growth', 'has', 'led', 'to', 'a', 'significant', 'reduction', 'in', 'the', 'amount', 'available', 'of', 'forestation', 'and', 'wetlands', 'resulting', 'in', 'the', 'loss', 'of', 'habitat', 'for', 'many', 'plant', 'and', 'animal', 'species', 'as', 'well', 'as', 'increased', 'erosion']",English
"['beauty', 'in', 'nature', 'has', 'historically', 'been', 'a', 'prevalent', 'theme', 'in', 'art', 'and', 'books', 'filling', 'large', 'sections', 'of', 'libraries', 'and', 'bookstores']",English
"['that', 'nature', 'has', 'been', 'depicted', 'and', 'celebrated', 'by', 'so', 'much', 'art', 'photography', 'poetry', 'and', 'other', 'literature', 'shows', 'the', 'strength', 'with', 'which', 'many', 'people', 'associate', 'nature', 'and', 'beauty']",English
"['reasons', 'why', 'this', 'association', 'exists', 'and', 'what', 'the', 'association', 'consists', 'of', 'are', 'studied', 'by', 'the', 'branch', 'of', 'philosophy', 'called', 'aesthetics']",English
"['beyond', 'certain', 'basic', 'characteristics', 'that', 'many', 'philosophers', 'agree', 'about', 'to', 'explain', 'what', 'is', 'seen', 'as', 'beautiful', 'the', 'opinions', 'are', 'virtually', 'endless']",English
"['nature', 'and', 'wildness', 'have', 'been', 'important', 'subjects', 'in', 'various', 'eras', 'of', 'world', 'history']",English
